ensemblID	baseMean	log2FoldChange	lfcSE	pvalue	padj	Symbol	UHR_Rep1	UHR_Rep2	UHR_Rep3	HBR_Rep1	HBR_Rep2	HBR_Rep3
ENSG00000188130	68.2716626877134	0.18124238180028	0.21232281124862	0.383287586548142	0.444692832971876	MAPK12	101	64	107	52	52	54
ENSG00000100055	13.653128731097	-0.328004921457897	0.426689375360486	0.395566445204934	0.457756015198493	CYTH4	18	15	11	9	18	12
ENSG00000128298	4.51273429404889	0.443958243226418	0.684493495547184	0.399096888629998	0.460654249344136	BAIAP2L2	11	5	6	0	7	2
ENSG00000100319	20.4359883328144	0.280580476049031	0.365965020845887	0.412069590839818	0.474408323813022	ZMAT5	39	27	19	17	16	12
ENSG00000260708	9.56914671795656	0.358241293229061	0.516827633974055	0.42352657635023	0.486351490489139	CTA-29F11.1	14	12	15	2	6	12
ERCC-00126	5.4801234503032	0.386030092155301	0.62997812466311	0.444208464662853	0.508800001616381	ERCC-00126	13	2	11	3	3	5
ENSG00000099957	17.3861500384399	-0.250661537893454	0.3858423707763	0.480396183112064	0.54884958325017	P2RX6	20	14	24	18	14	15
ENSG00000279175	6.18790768222035	0.338200386128736	0.580196905331979	0.482998137781556	0.550421735695225	CTA-414D7.1	10	7	10	3	6	4
ENSG00000138964	17.6528769832169	0.249111994630294	0.389100486180123	0.488768831079746	0.555587861151408	PARVG	27	26	18	15	13	11
ENSG00000100226	179.183235701668	0.0903198640013758	0.133102014775689	0.494755074769363	0.56036666215185	GTPBP1	312	163	228	133	169	132
ENSG00000272578	4.94571434645019	0.345922402654839	0.644583611124625	0.495468964085266	0.56036666215185	AP000347.2	11	8	3	2	3	5
ENSG00000100056	50.8223440419793	-0.154997545415021	0.237256797023702	0.501024415239111	0.563809429680102	DGCR14	78	39	65	46	51	37
ENSG00000279159	4.54217020126378	0.349993104885219	0.697267684500087	0.500987675303705	0.563809429680102	RP3-394A18.1	6	12	1	2	5	2
ENSG00000100124	49.3295731985864	0.156558518054206	0.245097015167078	0.512167020166978	0.574907480137433	ANKRD54	87	43	69	26	46	45
ENSG00000100211	18.7624325097586	0.226666955114834	0.375206556271905	0.517503006676193	0.578007089546296	CBY1	29	18	30	8	18	17
ERCC-00034	12.8059451741443	-0.256337833176342	0.437966902601347	0.516304784453882	0.578007089546296	ERCC-00034	19	7	18	8	16	12
ENSG00000187051	87.7969828606721	-0.109152060460013	0.180739246270022	0.538320290945819	0.599766279490503	RPS19BP1	128	93	94	70	87	70
ENSG00000075240	100.117688872804	-0.0961781966731253	0.177578371689795	0.581353391841318	0.646108101328594	GRAMD4	147	87	130	90	101	67
ENSG00000183762	56.5077756249284	-0.119949296178729	0.229771419120192	0.590761056660438	0.654942504791449	KREMEN1	75	57	69	50	62	35
ENSG00000183530	276.225975107635	-0.054603133422858	0.105332062055798	0.601445847957474	0.663511512857262	PRR14L	408	280	326	211	265	225
ENSG00000184470	49.004355831004	0.122656959849568	0.241040914218248	0.601163135299963	0.663511512857262	TXNRD2	67	57	65	38	44	34
ENSG00000167065	11.9934887878212	-0.188304241826471	0.45315073154053	0.640659418512433	0.701600192468493	DUSP18	18	14	9	8	9	15
ENSG00000182541	63.1509353821035	-0.0968950102002392	0.211283945660975	0.638467115232465	0.701600192468493	LIMK2	94	56	80	46	69	49
ENSG00000186575	278.005447110636	0.0493448431379418	0.105970429861605	0.640265826460702	0.701600192468493	NF2	435	294	331	195	257	229
ERCC-00035	74.6885006469264	0.0910866088639779	0.200337488602111	0.644465318248231	0.704050919448798	ERCC-00035	128	65	101	47	78	57
ENSG00000161149	7.75886554788068	-0.204638359186475	0.527937866096584	0.648625523978056	0.706875874432396	TUBA3FP	10	8	8	5	6	10
ENSG00000100138	219.926935320615	0.0515494300385368	0.11746715088786	0.65927664193111	0.716743855271352	SNU13	353	210	281	165	197	176
ENSG00000272779	9.92555498434469	-0.182236693640578	0.477169836437573	0.664578292766708	0.720762447952299	LL22NC03-80A10.6	17	8	10	9	12	6
ENSG00000202058	313.823328326958	-0.147375141384757	0.373850180488834	0.66925434338207	0.722931663590278	RN7SKP80	250	412	377	282	316	228
ENSG00000205560	9.3328104698425	0.18453905499008	0.49251611370362	0.669798601455581	0.722931663590278	CPT1B	13	12	12	7	6	8
ENSG00000235568	7.87532954709329	-0.190369168798873	0.533967626187663	0.673094804679646	0.724747163791753	NFAM1	8	9	9	5	5	11
ENSG00000100429	16.2995011415865	0.151631634902457	0.402970619324273	0.683746674833216	0.734455160287355	HDAC10	29	13	24	9	10	19
ENSG00000099995	235.900557591759	0.0422422560160694	0.115033875229725	0.712550567431502	0.763568507820392	SF3A1	366	250	281	174	231	175
ENSG00000056487	9.48382338262764	-0.158602587330443	0.503820158204401	0.714894768478112	0.764256550111124	PHF21B	12	13	7	11	10	4
ENSG00000100221	173.028613773921	0.0495588095616438	0.137097088691945	0.716741880954972	0.764411174700196	JOSD1	252	197	204	142	152	127
ENSG00000100154	101.756687730954	-0.0585361133397447	0.178077533396537	0.737726962771724	0.783071882469277	TTC28	177	99	103	77	112	72
ENSG00000100227	167.630903745908	-0.044197003516356	0.132733107163201	0.736064542715577	0.783071882469277	POLDIP3	252	162	205	131	149	143
ENSG00000100014	90.3698076093284	0.0579470912840836	0.179681936296581	0.744477576413481	0.786518663081537	SPECC1L	160	89	101	66	82	73
ERCC-00171	1302.08408627554	0.0205674599941557	0.0626781239112196	0.742895673902824	0.786518663081537	ERCC-00171	1903	1336	1658	918	1252	1057
ENSG00000187792	42.0821430708993	0.0826508716443452	0.267694042158832	0.750700667502142	0.791231454714699	ZNF70	79	47	39	25	47	31
ENSG00000184164	45.1830952310466	0.0726146326168178	0.252438499483787	0.767542934418529	0.806949504359379	CRELD2	64	57	50	30	39	40
ENSG00000278948	17.2361850093503	-0.108160772922178	0.404032958476336	0.769207990792459	0.806949504359379	RP5-1039K5.12	23	22	16	8	27	11
ENSG00000273899	21.2612329723533	0.0911509739636161	0.359842721839089	0.788406476166117	0.825162022840528	NOL12	44	18	23	14	14	23
ENSG00000236670	4.36933653580621	0.131852614410012	0.657973458475791	0.795469627657664	0.829572710598521	KRT18P5	6	1	11	4	3	3
ENSG00000280383	18.0254686955074	-0.0907322864762505	0.381199185742075	0.79631589814691	0.829572710598521	CTA-941F9.10	30	10	27	15	19	13
ENSG00000100288	10.1115133154251	0.0903126236445092	0.480031185266208	0.832445701384492	0.865203981300086	CHKB	12	15	11	6	9	9
ENSG00000188064	8.4247658503985	-0.0877461972266509	0.511074013781209	0.84105879021939	0.872137175077381	WNT7B	9	7	14	6	10	6
ENSG00000184208	40.5253288523548	-0.0491114546271792	0.260158919372176	0.843681547736401	0.872841048234202	C22orf46	54	45	48	34	36	32
ENSG00000275004	41.3888689751613	0.0478744549812073	0.262889800029377	0.851704236583488	0.87911540741606	ZNF280B	62	52	42	27	37	37
ENSG00000273311	9.91079160923274	-0.0780108674386881	0.485750597227996	0.853798135712093	0.879255419575068	DGCR11	17	6	14	4	10	12
ERCC-00025	89.5163827391098	0.0317612785054261	0.184425147468498	0.862063048381573	0.885735260236445	ERCC-00025	133	97	107	80	79	60
ENSG00000189306	95.6136872599259	0.0245490040762319	0.179432452731588	0.890766530997258	0.911057340359382	RRP7A	157	86	123	57	94	87
ERCC-00162	31.8225528157253	0.0394783757019711	0.295717026734952	0.890314445593923	0.911057340359382	ERCC-00162	50	37	33	28	22	27
ENSG00000054611	48.4051861633702	0.0304647047555684	0.238130251170068	0.89602808687716	0.914355934108738	TBC1D22A	70	47	66	36	43	40
ENSG00000100350	109.786198005683	0.0192255979733021	0.174756300985555	0.912294764918672	0.926903136884546	FOXRED2	204	101	118	71	99	103
ENSG00000184076	110.524032784938	-0.0178914006181858	0.166947869262549	0.912452531187014	0.926903136884546	UQCR10	185	96	136	81	93	103
ENSG00000100348	40.306562703686	-0.0248737444799035	0.270582680224424	0.92275104369458	0.935248800494055	TXN2	75	43	34	27	40	35
ENSG00000099994	9.55102527475765	0.0398929695196327	0.4898119131386	0.927466857839282	0.937911304436571	SUSD2	11	14	10	8	8	7
ENSG00000100294	24.9047706564415	0.0210202855144056	0.323774157448047	0.946937564995255	0.951174422109328	MCAT	40	23	32	14	24	24
ENSG00000100425	110.040767455852	-0.010665885772138	0.161730853749559	0.945706595136376	0.951174422109328	BRD1	164	107	140	80	100	95
ENSG00000196576	284.886956875962	-0.00722895777248379	0.103840135794485	0.943400839363546	0.951174422109328	PLXNB2	451	272	348	216	265	231
ENSG00000128283	87.68162380468	0.00822616434199967	0.188410013843814	0.965809323513346	0.967965147896189	CDC42EP1	140	74	120	62	96	62
ENSG00000205643	13.32881128459	0.0014307036437322	0.425017668955247	0.998681794065373	0.998681794065373	CDPF1	24	10	17	13	10	10
